task,feature_set,model,configuration,seed,rows,accuracy,balanced_accuracy,macro_f1,weighted_f1,mcc
cause_family,all,random_forest,cause_family__all__random_forest,1002,238,0.9957983193277311,0.9901960784313726,0.9933988593617279,0.9957772115034582,0.9931544395698192
cause_family,all,random_forest,cause_family__all__random_forest,1003,238,1.0,1.0,1.0,1.0,1.0
cause_family,all,random_forest,cause_family__all__random_forest,1004,238,1.0,1.0,1.0,1.0,1.0
cause_family,all,random_forest,cause_family__all__random_forest,1005,238,1.0,1.0,1.0,1.0,1.0
cause_family,all,random_forest,cause_family__all__random_forest,1006,238,1.0,1.0,1.0,1.0,1.0
cause_family,all,random_forest,cause_family__all__random_forest,1007,238,0.9957983193277311,0.9901960784313726,0.9933988593617279,0.9957772115034582,0.9931544395698192
cause_family,all,random_forest,cause_family__all__random_forest,1008,238,1.0,1.0,1.0,1.0,1.0
cause_family,all,random_forest,cause_family__all__random_forest,1009,238,0.9915966386554622,0.9803921568627452,0.9866627439442973,0.9915101080149623,0.9863427867750927
cause_family,all,random_forest,cause_family__all__random_forest,1010,238,1.0,1.0,1.0,1.0,1.0
cause_family,application_qos,extra_trees,cause_family__application_qos__extra_trees,1001,238,0.6554621848739496,0.5359477124183006,0.5306355983722045,0.6302977173876395,0.41638998278333755
cause_family,application_qos,extra_trees,cause_family__application_qos__extra_trees,1002,238,0.634453781512605,0.5,0.4760980606774999,0.5978403637282141,0.37631616086822595
cause_family,application_qos,extra_trees,cause_family__application_qos__extra_trees,1003,238,0.6134453781512605,0.4901960784313726,0.47671027381137615,0.586335136096354,0.344427268233392
cause_family,application_qos,extra_trees,cause_family__application_qos__extra_trees,1004,238,0.6176470588235294,0.49999999999999994,0.49204810859367204,0.5927661728430268,0.35220056492775803
